student_id,class_id,assignments_submitted
ba37558e4c84bdb5486d1b3622b0ac7ed3d5222d,67,10
baa9b5294556d31b066df7e0dd8b1b0b1a8bb9f2,31,10
baae1f7bd8567b6f9e220cc863c92124fa71e1fe,28,19
baccf806cbacabe5f3a91ecd093cf36b4db436a6,4,11
badea8134ecf83e912ac6628ec12465e227c1e6a,54,5
badf8b0a0c342afb7e1eecc4fb19feb7ed28e180,4,8
baf05c058d7a427783ab9bde33f38d55ae8ac0cb,31,9
bb603e54f5809d802fec4c70df7b2c29a5125a89,63,6
bb6bcc05d3ef04c14c73ce93dad8c9ea60f5297b,9,1
bb81a7f88631b987cd15c8d539e806ad17a5b664,5,11
bba75421c48ff666a96646bd283072492fc712ea,91,6
bbaeaab91cec9991b4747c8ca3fba0981bf68ad5,4,9
bbb7c8095658b847103c47aa2a4b55440b0e9ffe,63,6
bbf7f2c725fe4c3e0eb56d29707437d1603b1c56,6,7
bc1f0dc5b937d54fa64e44c1e4e0de0e5a4724c1,33,4
bc54069a859b02cf1b00e7ab77d68132f9021c8e,33,4
bc8caaa2729aa0c9179e8d66388586a4a8586f20,1,11
bca16481f37f3534abb04344ef1855b0e56140e3,13,12
bd18fefd95851483c8aab15987fec421f92523fb,40,4
bd53f29596985f567c39329a8f8da5100810f0fd,15,3
bd81b591d06c4a726078a831c11516d6ee27541d,4,11
bd9bd34617afb5bf1f3ff27e575c4df427ac32dc,15,4
bda97a680a69285ab84aefb75abb53676e7f6b55,91,4
bdc3fba009b4d570355de5bfedfb6766746789ce,101,5
bdcfd5ee015db872058dc442ab9d3c72518366ff,63,6
bdefe60060197430834e27ee0ecc1d775f5e2b89,4,11
be40efffa2a2ea77d3d2fb0cf1f8dd6a8da2b287,41,5
be6f4f4f657c80883591c6749a7951f9c992e4b9,101,5
be7b5a55c3a0343bda6a2a6ad09c5cfe8714b27f,31,11
bec0491f541a76e4fa31e17842bc573c812cb528,13,10
bf22fb15bf51bc4bcf3d50f7494caad62a596d0e,7,7
bf9e4a55173e6e65b88bbf4f18744ea043b07ed6,67,1
bfb055d2c2ba396d5e6bd6022719b3ade1cd1407,48,6
bfe7f84ef78bc0134134fcb799465996fa84e4b0,101,5
c001ef5d0a98bae288e504e13db2f1d4533021f5,67,9
c047e3345530b4b4634715536ac54cec9c756b66,9,14
c072621681c71501470509aeb1c51e3f9f98df5e,43,1
c084f1399d2813131b70acb3920068a454cea6d5,3,5
c096fc1d9c0ad8efae9cfd509f75522c50603692,9,10
c0986547994c0c40ee739f045a02e1ce427ec132,118,5
c0b8f55536e05f6da91c3b65ddfb69dc8daa12e9,31,11
c0c13857d74703fa66da743d1d670bc2b9957f7b,4,10
c0d3079f5b83f8962c439707b96c7ee43be2ca18,14,5
c1287b2f156f6963bdda82942a95288967e9422b,15,4
c13d9b5245d8fc600da9390192908048857599ea,31,11
c15e04639eb35379bc74fd289f38b1c9d21e2278,15,6
c162ce77f4002856b569f63b1e2b58ccd6d961e2,31,11
c195c2ea359350b81a96211ccb40d03fb0501e7d,91,4
c20545cf079fcd100052faf6db21ee865023525f,31,9
c21b13edbab3d247c8816a374ebb57ef71700952,33,4
c2660985c0dbf52fe68f7d3620fffa6ff8f2794f,5,13
c28a837bbc21a0b6ea686c34b12a7e6badbc9140,5,14
c2ac862e74879f4b60191f0bb1397eff1e157c8b,13,11
c2ca84eba451533cc357b9c82cdc4c59227ee38d,67,6
c2da78b847fbfac6920b3c5a2086c79b3a2db8f7,1,10
c2dc9b42636e453c1ad8e7a5e490654d39dc303b,13,9
c308727c618e21c478dba676bcea9d040d179f99,15,4
c3127c3c92a3d510a78a5248b4e7fac50ab81e0b,27,15
c32840e4bedac9715b49ce3f04b3dedb98007cfe,27,1
c352dbabae85680f4ce4ebf67886666ce47edade,10,5
c3635fc4a7b4545fc6df8dcad81f86d1e08c66cc,6,7
c399382ea2553528d9b44a9aa6492cee7cf0b5c0,48,6
c3bf932c28538beb5024e80bd06e09c44661c8f7,27,3
c3e73d0362e2b21fae6edfcf518063e8a28b7b63,28,22
c3fdd44aeb469416e4895afe4040e54eebc23db5,33,3
c41c79391cd0c8816cebc9a0b4ef1fcc5c2e4018,14,6
c4504ac02ad7e7e0c9ea3a1d78601374e483fc30,4,11
c45bf22121eaa2f37dfec2f58729d22394ea220a,34,7
c484db51bb8e5e6218578a71ca541b135c2aa1ff,31,11
c4dc23da121e0654017198804449e35b2e9c2027,41,1
c4f595ca17b4c13287b0beec0dbd45d0e356055b,113,1
c52befc118a44669cbf7912b419dfc433c1c0eee,10,6
c52fc84d8cd2335788c472ff6fa6b3aaaa8f2252,113,1
c5b963fdd21435b56c4cf55f49d652d92fc83093,118,5
c5d903eea354607809419b5e23c869ea16626a59,54,7
c60be70309789b39355dc612f36e37090ccad5dc,4,10
c667e08eaa5cf47dba38ac81da9c185659db42c2,113,1
c670d2529bab25c82fc7c3757cb11e7f2e404de8,99,1
c67df30ae6cf151f19df3e36d15f0361619ed47a,40,4
c69dcaf9e10f52b187b13e678f9fe65505167720,41,9
c6b1b85455fc8ae7de258ff95875644d77f55254,55,7
c6e9fd605b75a5090b1879635a6db8da08b8a600,3,6
c746678029d2139e7658a0f94e98bbf09f258673,48,4
c757c72ff79910b22c548daf9067d6a682bdbb4b,101,5
c787e77b224890e7fdcc8e2ca0c0577657d98581,3,7
c8332f72a4f6049ef2f28e4a0fcbde9d142c8591,15,4
c846650d2b1b4a07f67e13c5aa56c15185f81f15,4,12
c87d4a1dca2349d1fbdff1c6d6a57708c1df793e,67,7
c8944ded19113906cf130904726028c5c1a11138,9,9
c8a8565f00553a00a5d510958dc8c40a4a477783,55,7
c8bd30152ccbeebb18f9b1fedac0869f845980df,43,1
c8d7193cba58a3bf26ba18f4ba5728c56ddcd4a3,33,4
c8ea10d959a7c782b45e6e83040472d432fa448f,10,5
c9c6d1fdb1bc64d7137f0fb7050e334cbb7c0f6e,67,10
c9c9df2ea1ddcc10cc57d4e1d92b2f8b33d94538,13,10
c9d7b86399869ced995a6e467a257c3915339562,63,4
ca01f93cb3384006f7af5de96bc25f924ad8bd14,40,4
ca3bb5c80bd96ba545e0a42232c6fcdb55f7106a,33,4
ca6829e71c271976a4eeae12cbba5e49f232da3e,45,8
ca84b66fa8d2c26e91bcd21dea081bb062e51711,113,1
cac291a9658d7ef15e1ef0c71b188d96eec19ad0,43,1
cb0f9c7be617b2bd18ae83ee9e85b621cabda67c,4,10
cb16d181d96fc8c94f8416437c059b5f0aabded1,44,5
cb713a14e9dcf23999265a8826e204beb646626b,15,4
cb72cf616f3cafed458ef94be529c172bbcc5277,4,9
cb7cbbf59876001661704aca5fa8d70467f514a6,9,14
cbb7db3eb5270179fe8ebb9e73dde2c894c9a971,10,7
cc1f8f78f5ef5237c717194b38699b168c265513,1,4
cc431fffd568a0d46d302233b4d71bd216fa94f3,5,13
cc818564efabc759f8cfd2e978029ff6125406cf,27,14
cc8edf9c827fef5ead4c85eabf96ca7033ddf165,6,7
ccc7600e812ec5b6e75a9b4e2b04f00a48d1a9dd,99,1
cd1c8085cc77aaebd3c527b4ecae7e9150ce0d77,31,11
cd2b912e4a3d661cd4f500287d3bf1b4f444b7bd,28,15
cd2cc30c2a3c6b967fc897beaeae9d3482163a21,67,8
cd32daa7c1ff3ed117a127c9c185c1b53a396138,101,4
cd6862158d54e5c270e8d4bed99f73f32a721e14,4,10
cdea6ad7a63edbcba925717a8c64328c255a0450,24,5
cdfb7ea46096b2a49dd710ef5dfe7bb354cda15a,15,4
ce201bf315598feafcad345a663284bc266862c0,4,10
ce2f2072bf32af4582a24726936af34f88225213,1,11
ce3ad9b28ad26a494e6a196c110ca405402f3e9b,54,7
ce56b4a23981e6c9f70e87f087bc1be07fdf25cd,67,4
ce5a9a38579b80879f4de53eaab2d0083b685d62,113,1
ce892387ba13c6b526d18de003b62c1bfe4c125f,38,4
cee203ff00aaca3eaaef780ea6c4a68a3f8fd2fa,5,15
cee41e969faac5fdd054a726b10fb09228eb7061,45,8
cf4bc843e5bd6ba302b1289af66f383b0329d6bf,4,3
cf5422ab2f6793f4d5930d2901e652ed7dadac9d,1,11
cf6788dceae33f7826997b7fa99b5189cff1aa4d,15,4
cf84076c807f395016eaee41297162276781b963,67,10
cf8a26a2ce3ac2cfd81a1050e73bdc7a4cd225e0,118,5
cfe62afe7795494a49cfaa46bdf17c38a3c0d284,5,15
cfe97f961ec4d2fc578ef0aaf87f52c54a9aa181,4,10
cff1765d7a97d3f012a354586ccfd49fdaf6aa44,31,10
d023d3790457d12ac59581326aff1a396b206d09,40,4
d0561a58b05777ad43db1e0627d8770d37c48d5e,10,5
d06025e3b7e91bb8718335f7328466206060faee,118,5
d08b1608a634fda68fd097f278ce9fd4ac24046a,4,11
d0d3472fa981f90d8e6d036dea4bb627c73b6592,13,12
d0f28e44db91cce7caff1db428643300dfb3392f,63,6
d11774bd10cd517b1cde216ca391e76efaf59b44,67,8
d11e42daac68288eea95d8923771a326e667b520,24,5
d13ea487552242f9c688d613dab06ea5b8a867a1,13,11
d1e238d8cc58ceae3359c94b2a4a976a975fc9ac,63,6
d20b8e96e5c520827768fe614961d0534c6f2680,93,6
d2491eb9351f861cdcd439fd5d73883a6d681d6a,28,20
d28c344507f89c41df926794e0d5a96d10349014,43,1
d2a2d2ee79d993c9821f176d9a248223ee59b3c7,1,9
d2ef78c03149ddfd267005d0dcd248adcc227e02,118,6
d37f552ad5c3e1e1c3fc9aebbea6cf50e1b9f334,113,1
d3de05492e2353a5f3a80b5ea37a6de4651923fe,93,6
d4707fc4aa22e29062e02639a1b8c9f7ba3e6b65,27,7
d4a08e7df54afbd81401faf2e0349e88ed7fc2d9,27,9
d4a5c57c98a9d8e16b1dd93042d22cc422772b0d,41,4
d4ca57e34b4e28a3a0c73339e0c72db036894d3a,28,17
d5155526fe2b5c2b956687b34d478647ef6bd092,55,5
d5179819718a325ee33fa2096f37995ea6cfea8c,10,6
d525d6edf4b0c6362ddaa4814c3930a6a62bdc99,4,10
d57eca033aa6388430166086ed3d0390ffefa85d,33,4
d5841f944022e9ef49bf6ac9b5546dd82ab2784f,99,1
d5cc23d9ca216f0f8c6e5ada7c4e3284a3920958,33,3
d5e3e0d1ec5eae8e2fc08b9c3607cc766be6dffe,55,5
d615e34b407b1816d1ae062d56a466c1d17b68ae,5,16
d6515d627895751c832a3075053719da2f5e6cef,118,5
d66918b05a4d978f6aa15979c85902d09babc898,45,7
d66c55f4502b462e88d4529dd6b4d167fd42d165,1,10
d68718e7e9140ca136bf5e39efd7c122632ebba2,118,5
d69d2c6bc916b8d054bd50f4270a1c6d8cca1426,9,11
d6f54f87ad964bd1cea20ffceea962f8b6236da3,93,6
d73a15bdcce722312152f547cec67e8dd584a6a8,39,14
d7a319cabc8e30b748e2beca44fc575fc83197d3,14,5
d7af1840c8914a381ffae4617c33ab76833d9513,4,11
d84468682013517fdcb3506ee81783dcbdf3bad4,5,12
d8550edf3efaf335a9648aec7584ab6acb55cf30,1,11
d8ad4586476ab6240c0ec83f3c12cd4cc7a8f622,93,6
d8cb6954aff8cc17b05a205c949f36b46493eb8b,54,6
d8cc02c7b6d2478b9f6d47664272c43801d6d9a9,55,5
d92840812393583b0f053de80ecee59f5b19bc03,9,10
d94808bbe3e5b3ffc39c8d68e0eed70929c70762,1,7
d982afe8253215b9a75464a85bb061d5d5f7975a,4,10
da37e77368c2bd5a7a9792749fd6ed83e05e2515,39,15
da7fa747f59ca321b48b414b2f884d027bc961f8,4,11
dace1e5b88ac51d7bd53523ad70f8d5d188b9368,31,11
dade8cdd2806e1efa138e68d984abd0ab1c87ced,27,12
dafd07b7aab7dad9894cee44cad55efc89255614,14,5
db4c010c135d84c00fee816a085360bca2537594,3,8
db5924e7ed00c9136308999827d50dbcecae5091,15,2
db7c4fbff4eaf7b21678b8b053a0c3dcd74dd2b1,31,10
dbb0e3f3c32292438fbd39684d9f1ad153bba64a,39,15
dbc27d6c8a04413d73a885a7b2c2d8db605504fe,3,1
dc5325f05ad384cacb2431acfa1f398913151afb,27,13
dc87f8c4ae8953d2d0bcaf1a08239547d77cdee8,4,11
dcf7777f614c11ed45f8ff82f2c44d7dd15889af,54,7
dd98462b95687767f50edcdc4758ff5237c0bcff,40,4
ddc549a4ced606b9181bc2e6e0bb75824fc20f70,101,5
ddffb03cf0301334f5a2f89626640fa8812bde5c,4,11
de163edff457321dc540b375c7b316c7f9fe73cf,93,6
dea33f83f3cd94f54f1063a0cd22eab07ec8d3cd,55,5
defaf0c38d68f9958bd180e1a709f130a999b2e6,63,6
df15664e980175f8ee9ea6687b81c59f3139406f,67,7
df17da01944f34b2a6b59e8d45407c1297f9834a,1,10
df1a661311bcb75b3b3c258c46ab75819bd6d249,67,5
df42fc345b50f42b32dc5f9df420978b1cda663d,55,5
df8fb59599b421d91967aa7d053fa72e91e4f6fb,28,20
df90d9da415c30c25a16e21ca85638577961e81b,5,13
df9e2c6cfb6035fa5b26af3b101bacf64e95e913,54,7
dfc34f90e58f60b101c824e10d74b8ad0c46a2cf,4,10
dfdeea1cf0b4fb6c906a25d99aa5756efe14c996,4,12
e036815d3a8d88224e7e8a95c64ca031dd5b205f,27,8
e04a53abed6db648ac01e162aad84ef8b608365b,7,6
e07c3edba3602b0d172c2db763539dfa9819027c,4,12
e0850b1bd8f8de58096da128ec94efbdf5f05ca8,48,7
e105dc9d8869af3a83704a5d048424441ce4ad01,99,1
e13e39c815ec66160db3c75b7331dc1a0dd1d4ce,34,7
e15002a49ed03188f18c7a791c458c19d1ec973a,91,7
e1d3226bcfad8043e69d31f3d76e719c7f041d3e,4,11
e20abeea371227f8a6318491ca3c0211afbdc1a1,63,5
e25991f3bf474e9b542b09aef2407a78f3ffc61d,38,4
e2670654203c6b5aa850edf95ea9e293939963fd,24,6
e299749491b5a979701f0dedd4467ed53aaf7c7c,54,6
e2d88e3ad6275b7eca2bff120e467f9158b29fc5,22,4
e2ed5ffddf1e60198f9f138810f84b7107ca0561,91,4
e3919de46ecd1f707451dad4a1ac88e5b7403f11,27,10
e3b9460f9a4bd3f4a5243f388246084f41e0dab2,10,6
e3c9abe5680cb3851ac38d00a01c46f58b6aaaeb,44,6
e40337a34c269120bffcc76e69700d06f6d716ce,67,11
e45204eccdaf94faa580c54b1fe1289c97b1f56c,45,2
e460fd665c3f541f48ac4503abf2e90b9bbb3b94,13,14
e4935a868e50ec1951f892af50e2f5886c935919,44,3
e58eaf39ea458008043bd1472f267706524f1fc2,99,1
e594aa5283c8b2076ece870504b4b6b2e9c29ca9,91,5
e621f4d6991a537e4508648aa4c3fc278091ec1d,63,7
e63a9cdc387a31ea563ecc24b20eb824a8c54ebb,40,4
e659bb37740950badc7fac606f227ba5f74fa866,9,1
e65a627881df5d3e0bfad77c56221d858da5ead0,1,10
e67fff49031a4f2699f10d6a2dd89b4cafc70323,45,9
e6900f649459ddbd9ee38b93582378162c8d77ac,67,2
e73e06dbdc983d0a3ccccdf754b85603dd0818e7,67,7
e7b94e593e93b6fe31083393cff1d63ca2142b64,22,4
e7cef9ca74dbf2dc906e3216004a1b5e6a96e241,27,11
e7d0678e66dad824da63837b53bb0bb38a571f42,13,15
e816ed48800359bfd078c1444a40e00be6fbb5bf,10,5
e8335df6f0ac481c6ac16096889c51cb95ab2f6c,67,9
e85a79ca1bb1f59951efb5c25e40e0ee73985cdb,27,7
e85a95e2eddbdafe7db54351ce3680933e09d0a3,4,10
e873b044ecba72370076d7fe198eeaad94bef3a1,27,3
e89a4f1825ece62064e95e63475769011258af36,1,11
e90cd427d5e229999107e56e3f06953f3108635a,10,6
e92f3d3e5a00b7767c239cac14b6d9fe92d5ef9b,33,5
e95d7442ab6fb642a8c3529ef2fc8aa25a774e13,9,10
e99d4fb3ef87d5e201da3b08841541fd953af089,34,6
e9a8e1a87eb55c0dc1787fcaed22be98d9cc1ed0,101,6
ea0a8f0b0b712337c3740e6ad5293f3dc47db568,10,6
ea2f8736bbf1d859fb5b46f848db37f421181bd4,5,5
ea385e57f5d3d6841a6997dd7af680e135928bca,63,6
ea55b410ce0e38664c6597e4bfa09fce84399461,1,10
ea7332c6a62cada8a8e85200ddb71fed941ce876,34,6
ea79d40b446a3660b4d0b01e53fc4a14bc18f60e,99,1
ea8f19a7914d05412dc4159108d93d42a675e2e8,43,1
eaad1484ffa24b01432fa3564a8635bda0b4c34c,67,4
eadbb37222d32232022838b7765dea96bf38e0f6,44,6
eaf60b6a377c720fa7a13f97831f38531047a217,10,7
eaffaa19471bbf9bba8fa5808dd0904474089ae7,93,6
eb001120a0f842e5bbfd786652695628bd65090c,67,6
eb2a090421ba380ba6c0a8119510e031bc4e55ea,9,9
eb451c65ea210bed6af798282c2c6205c79f71fd,39,14
eb46bad8df84ccc42fb7bc9cc3a218247777367e,4,11
eb7470e41cb0d50314e9755be518f55b093a4975,9,8
eb83b2280e41f55da33ed81e62d7b8ebba9a93f8,93,5
eb870373b64f0be961f503936f7a725fca60fb32,33,4
ebdfeac0c48444c5f4fd377145b2d97e12c78cac,45,1
ebe0702c8a0d906044fbc61cf18d3f8dc9aacef9,27,17
ec62a3c21a4a116991338ac88863dff35157a1a7,39,4
ec7d2ce8cce8253208e8d0ae74991b46ce2eadf0,5,10
ecd66b9bbdcc6ae1eb9a6b765868cba3601730b6,15,4
ece9b75bda9d53b5a67f7bb53b5635a3df017020,34,6
ed3e0c98995edeee0b0a55fe15929a82097e93fe,91,7
ed6c052a16794cf2376b1497c505b438e9af69b6,38,4
ed8ffb58d172827f17d1abead83d9b8c44b554df,27,2
ed9eaeb6a707f50154024b24d7efcb874a9795dd,118,5
eda32ee9ebe79ae7f85927db19cadc6199752dfd,4,11
edc5737211dd036ad81985e117aea3ab9cbc030a,44,7
edc641c842df448a70ce315e00b6dd4461a260a9,4,12
edcb11b4746d7b8056929a37a11e81b0fe3202c9,31,10
edd78ffaa7bc16d94ee6908b98b3d9863f492c89,14,6
ededd47b1e0c18d4af4ad2b0cc21eebcb7c6e6b9,34,6
ee30201b0b1261fcb6cf010787990ec87343d300,113,1
eee2c3c453eb64f9c327f09e83be35ef36528101,41,7
ef02ce9a2a904477907fe9135cdcbf1652180d31,27,14
ef070fa973803bec505aeb6230acdd7a917e2a59,27,13
ef5d4cc5cd7a9d46f3e31572d97bd52423bae4e0,34,6
efcf2fbf26e74d0af378d96a168c8cdc05c42a84,4,11
f01795183fd859bc35b074c06fd58b5e6623fb03,3,4
f01bb96987327c1dfec6ddbc980cfd85650f20d6,33,4
f037357014544261767c6ab5b172b246b09d3ddb,34,7
f05838da14ca1dad97a5cc0c58323c6df9153257,9,10
f0be3049c99eb84be5aae5352c2f0ccf661e1f43,33,4
f0cbea39c26f2cf588e04885ddc1a439564bd782,40,6
f0d74f349e6479eaecf425634f8b0dd51e60d60c,118,6
f126cb73dbad037e40b322f82b6f40e92a15a595,44,8
f1299639d65fd743440958354f22154e171500d0,22,2
f1302a0b13ef669e0d797c1d4106355cc43f7144,27,8
f156718d3970030deec27298f56fc78a00c00f5a,91,7
f18c98fe93f825e2c01296bad47dc072ff70eef1,91,8
f1fb0a22c3c46fe87eaf8bdd97d80ed51436f782,48,5
f2418c1ba0f63cb975e6d8c26ce4a145b11ad924,45,1
f2c6f4d1250f2570b4dc5edfa7d0952ec4b7194f,28,19
f2d54f193cc71d429fd5803b2e4721d012afe568,63,6
f2efe01b5b7d2613529468857009a02a3cc820b6,39,11
f35248e9e95942a05313dda4f3a677705d8c651b,54,7
f38238ea1bfa182b81a7d73d563b61dbf2825754,45,9
f382c8f54d9fc494b6d8cc0751f694f0acbddca2,22,4
f3a603f5ad05ee8b8374af6523467f1ee058959e,41,7
f3a7769633f8060ffee4a0295c55ec9be084e3c0,93,6
f3d6d22e76fc586bffc4f5ac1d73f096f03efa0f,31,12
f408354e704d901dac2f283fc8242d2787ee4813,4,11
f42621bb38f167d2de3d662cbe897f5fd1234aa3,27,14
f4367a0ab2083a66a5fa812df89e590d3fd3b5a8,91,5
f440f5463ae218aef17a60e9f2ffc7dbbc45dc54,118,5
f459440c7a99294ca9763f332cd9aa09b0c280d6,28,7
f492b1eb37bae60ab4597c161e7b67d9cc9e4dc6,45,6
f4984561cc406867aa796356b6bf10a2091e67fe,22,4
f4a045088bd0003226023c10214248049d9da90f,5,1
f4c3f24024c2e96ed13a845b5ad7213143844d9f,67,5
f4d9301713b16c13c174f19e18d0200175494a79,93,6
f5674c61e82766371ddd913c99e6b70414f4dd55,45,10
f59fe9b15a7762aa5ffb0653396da3f4f2536553,9,9
f5a2b63a98287f49a07f6101717dd4c1048b9903,27,9
f5ede5df58c2ea59be6b8c8097659bb8c2e9d0e9,9,9
f639cf4aa4008b2bf51b274cc01dede03666150e,99,1
f679eb92d1581b842e213a6d2a8a74a0b9ede984,6,5
f6c974c003c063735fb1afcba0aec50acdb89861,40,4
f6f5b15522aa9457158ec6d7a16caaacd6cbee42,93,6
f77371745c51f549f9a641110e52f255aaed0f10,38,5
f78599d53dcb621a631b8dbc0feb5dd63e2aedd3,45,5
f7875ec1207504a229cd9b5ca132437c6bdd6a4d,9,9
f7b65fa8dfbc07f71d9e206d1e1fd35b986cab65,27,9
f7ce1b89f61b8a40a961d7fee02ea31d4b27583a,4,11
f7d331120e9b3a15cf4a0028849bf050846d5d6a,27,15
f7e7c21b753521a3f4eb226d9c69d71214e183bd,40,4
f8526194e3d9450a847706ea1c474c9e1a65a3a4,39,12
f861873a2af44519d0c30b7b390257e28084c360,6,7
f86b9fba1d59be7c864d4f23d0c7674113a27cab,48,6
f8da0aad0792d4f2d30881abdbfd4029dc264842,44,6
f90fb4df43d85aad3ae9602aea19fdb4f47de984,5,12
f91758fe4f441cd4b7b053a03252b4c50f3d4737,33,4
f91b376092344f19705df8873d25aa4a34bafce6,14,5
f92e3ec921384713419dca56d1fe2be1d51f1b54,91,7
f944b947ec651ccf64807b644af38c6f04229bb7,38,5
f947938c0e7c1345a488d9f17a74331ca6f478dc,4,11
f9491b0ab4aee90c428545e0e315a3af1f827595,9,10
f97b1dbd007f20fea2e262e62433e01ae91da602,31,8
f9e06c04dc036b01f65e7f71a9201922f201dade,93,6
f9f4d4ef2a3de006bd037db9eb160ab8e51c79f2,67,9
faab34a8374299678ccf4eaa3628cdba3b65bfa6,91,6
fab22b3c9fd685c26953a5ffe073c4aa2a788c7a,44,7
fb0a2834f5f131005e12dc1962056623ee6a7188,101,5
fbf5d7997f35a05b4f296b7b70b08866c13db856,4,11
fc4d0cb084cf3b98bbe820a9fc36fd437940969e,38,4
fc83d8b4ec86934a2daa128311afedeb0ca5fd50,31,10
fcd6e54df612c033e7a465155046b5223ca4eee3,9,7
fcdf51cf37b314ebc57038046b859b3172117f4f,44,7
fd29d68d81bf469540c56ab7074ad748cd72203c,3,6
fe31861a03511f91760de27adfb8803e8ad321b8,34,4
fe4316169ee8c83567ebc52bc629912ff65f14b6,39,15
fe516d090eef192c93197ed87878da0e23908140,55,5
fe659e147194c97b69278c8effb4041297398009,5,2
feb8a2859a011c59efd22ed419cb69288fe03627,45,9
fef4a3263ed9a8ab14d457694bb8fd86ccd98312,101,6
ff12d6e2ab80696ed8e22fbe5497e96c68d29076,63,6
ff3fa2ec64294f37ae968159f810ebeda7966c51,27,7
ffe872165621d735a48bb5db0c71dd5195cba359,4,10
